"Project ID","Compliance Program ID (ARB or Ecology)","Project Developer","Project Name","Project Type","Project Methodology/Protocol","Initial Crediting Period Start Date","Current Crediting Period Start Date","Current Crediting Period End Date","Voluntary Status","Compliance Program Status (ARB or Ecology)","Project Status Date","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Current VVB","ACR Project Validation","Total Number of Credits Registered ","Documents","Project Website",
"ACR683","N/A","Anew Carbon Development, LLC","Anew - McCoy Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","07/20/2021","07/20/2021","07/19/2041","Registered","Not ARB or Ecology Eligible","07/17/2024","Adams, Scioto, Pike, Highland, and Brown Counties, Ohio","OHIO","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","53723","View","",
"ACR614","N/A","Anew Carbon Development, LLC","Anew - Michigan DNR Big Wild Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","08/14/2020","08/14/2020","08/13/2040","Registered","Not ARB or Ecology Eligible","08/26/2022","Pigeon River Country State Forest, Michigan","MICHIGAN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","770341","View","https://www.michigan.gov/dnr/0,4570,7-350-79134_103466---,00.html",
"ACR690","N/A","Anew Carbon Development, LLC","Anew - Michigan DNR Wolverine-Copper Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","12/21/2021","12/21/2021","12/20/2041","Registered","Not ARB or Ecology Eligible","04/03/2024","Michigan; Emmet, Cheboygan, Charlevoix, Otsego, Antrim, Keweenaw, and Houghton counties","MICHIGAN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","260638","View","",
"ACR368","N/A","Anew Carbon Development, LLC","Anew - Middlebury Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","05/16/2016","05/16/2016","05/15/2036","Registered","Not ARB or Ecology Eligible","08/11/2017","Middlebury, Vermont","VERMONT","US","03: Good Health and Well-Being;04: Quality Education;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","SCS Global Services (Scientific Certification Systems)","138696","View","",
"ACR604","N/A","Anew Carbon Development, LLC","Anew - Moose Country Divide Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","10/06/2020","10/06/2020","10/05/2040","Registered","Not ARB or Ecology Eligible","08/23/2022","Baraga county","MICHIGAN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","270710","View","",
"ACR555","CAFR5555","Anew Carbon Development, LLC","Anew - Navajo Nation Forestry Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","08/28/2023","08/28/2023","08/27/2048","N/A","Listed - Proposed Project","09/01/2023","Fort Defiance","ARIZONA; NEW MEXICO","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","N/A","","View","",
"ACR1086","N/A","Anew Carbon Development, LLC","Anew - Newaygo Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Canadian Forestlands","04/08/2024","04/08/2024","04/07/2044","Listed","Not ARB or Ecology Eligible","09/20/2024","Districts of Cochrane and Algoma","ONTARIO","CA","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","","","View","",
"ACR587","N/A","Anew Carbon Development, LLC","Anew - North Maine Woods Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","09/04/2020","09/04/2020","09/03/2040","Registered","Not ARB or Ecology Eligible","07/20/2022","Somerset County, Maine","MAINE","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","428360","View","",
"ACR639","N/A","Anew Carbon Development, LLC","Anew - Northeast Kingdom Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","04/21/2021","04/21/2021","04/20/2041","Registered","Not ARB or Ecology Eligible","12/20/2023","Orleans, Essex and Caledonia counties, Vermont and Coos county, New Hampshire","VERMONT","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","52239","View","",
"ACR1004","N/A","Anew Carbon Development, LLC","Anew - Nova North Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Canadian Forestlands","10/01/2022","10/01/2022","09/30/2042","Listed","Not ARB or Ecology Eligible","09/17/2024","Pictou, Guysborough, Hants, and Colchester counties","NOVA SCOTIA","CA","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","","","View","",
"ACR507","N/A","Anew Carbon Development, LLC","Anew - Pennsylvania Ridges Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","12/14/2018","12/14/2018","12/13/2038","Canceled","Not ARB or Ecology Eligible","12/28/2023","Clinton and Schuylkill Counties","PENNSYLVANIA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","168471","View","",
"ACR680","N/A","Anew Carbon Development, LLC","Anew - Quinte Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Canadian Forestlands","06/22/2020","06/22/2020","06/21/2040","Registered","Not ARB or Ecology Eligible","01/12/2024","Quinte region","ONTARIO","CA","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC","S&A Carbon, LLC","188676","View","",
"ACR576","N/A","Anew Carbon Development, LLC","Anew - Rainier Gateway Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","07/07/2020","07/07/2020","07/06/2040","Registered","Not ARB or Ecology Eligible","03/31/2023","Pierce County, WA","WASHINGTON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC","S&A Carbon, LLC","38312","View","",
"ACR534","N/A","Anew Carbon Development, LLC","Anew - Shaan Seet Native Community Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","01/10/2019","01/10/2019","01/09/2039","Registered","Not ARB or Ecology Eligible","03/29/2021","Prince of Wales Island","ALASKA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;14: Life Below Water;15: Life on Land","S&A Carbon, LLC","S&A Carbon, LLC","397513","View","",
"ACR374","N/A","Anew Carbon Development, LLC","Anew - Shafer-Tuuk Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","07/29/2016","07/29/2016","07/28/2036","Registered","Not ARB or Ecology Eligible","04/03/2018","White County, Tennessee","TENNESSEE","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC","SCS Global Services (Scientific Certification Systems)","271561","View","",
"ACR505","N/A","Anew Carbon Development, LLC","Anew - Sharp Bingham Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","06/06/2019","06/06/2019","06/05/2039","Registered","Not ARB or Ecology Eligible","01/27/2022","Jackson County","ALABAMA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","98912","View","",
"ACR677","N/A","Anew Carbon Development, LLC","Anew - Superior Watershed Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","08/27/2021","08/27/2021","08/26/2041","Registered","Not ARB or Ecology Eligible","06/24/2023","Iron County","WISCONSIN; MICHIGAN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","92970","View","",
"ACR681","N/A","Anew Carbon Development, LLC","Anew - Sylvania Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","07/23/2021","07/23/2021","07/22/2041","Registered","Not ARB or Ecology Eligible","10/23/2023","NW Pennsylvania and SW New York State","PENNSYLVANIA; NEW YORK","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","72536","View","",
"ACR617","N/A","Anew Carbon Development, LLC","Anew - Tomah Highlands Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","11/25/2020","11/25/2020","11/24/2040","Registered","Not ARB or Ecology Eligible","12/29/2022","Aroostook, Washington Counties","MAINE","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","154294","View","",
"ACR673","N/A","Anew Carbon Development, LLC","Anew - Two-Hearted Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","07/19/2019","07/19/2019","07/18/2039","Registered","Not ARB or Ecology Eligible","05/02/2023","Luce and Marquette Counties, Michigan","MICHIGAN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","146731","View","",
"ACR633","N/A","Anew Carbon Development, LLC","Anew - White Mountain Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","11/20/2020","11/20/2020","11/19/2040","Registered","Not ARB or Ecology Eligible","06/27/2023","Carroll County","NEW HAMPSHIRE","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions, Inc.","Aster Global Environmental Solutions, Inc.","79478","View","www.ossipeemountainlandcompany.com",
"ACR685","N/A","Anew Carbon Development, LLC","Anew – Iron County Forestry Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","09/28/2021","09/28/2021","09/27/2041","Registered","Not ARB or Ecology Eligible","04/10/2024","Iron County","WISCONSIN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","435200","View","",
"ACR168","N/A","National Forest Foundation","Angeles National Forest Carbon Demonstration Project","Forest Carbon","Afforestation and Reforestation of Degraded Lands","03/01/2012","03/01/2012","02/28/2052","Listed","Not ARB or Ecology Eligible","05/01/2012","Angeles National Forest - Santa Clara and Mojave Rivers Ranger Districts","CALIFORNIA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","","","View","",
"ACR104","N/A","Tany Meva Foundation","Ankotrofotsy Community-based Reforestation and Carbon Offset Project, Menabe region, Madagascar","Forest Carbon","AR-ACM0001 Afforestation and Reforestation of Degraded Land","11/01/2008","11/01/2008","10/30/2048","Inactive","Not ARB or Ecology Eligible","02/01/2018","Ankotrofotsy","Miandrivazo","MG","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","","","View","",
"ACR476","","302","Appalachia Carbon Project  2","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","04/01/2019","04/01/2019","04/01/2044","N/A","ARB Inactive","12/19/2022","Eastern Kentucky and minor acreage in VA","KENTUCKY; VIRGINIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR477","","302","Appalachia Carbon Project 3","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","04/01/2019","04/01/2019","04/01/2044","N/A","ARB Inactive","12/19/2022","Surroundings of Charleston, WV","WEST VIRGINIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR342","CAMM5342","Wabashco, LLC","Baker Mine AMM","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","04/04/2016","04/04/2016","10/04/2025","N/A","ARB Terminated","01/20/2022","1919 KY 132","KENTUCKY","US","09: Industry, Innovation and Infrastructure;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","N/A","2236","View","",
"ACR272","N/A","City of Astoria","Bear Creek Watershed Forest Carbon Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","01/01/2014","01/01/2014","12/31/2033","Registered","Not ARB or Ecology Eligible","09/24/2015","10 miles southeast of the city of Astoria","OREGON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","S&A Carbon, LLC","411399","View","",
"ACR746","CAMM5746","Keyrock Energy LLC","Beckley Pocahontas Mine Methane Incineration Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","06/03/2021","06/03/2021","03/31/2031","N/A","Listed - Active ARB Project","03/01/2022","Beckley","WEST VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Dillon Consulting Limited","N/A","187099","View","",
"ACR262","CAFR5212","Ross Bewley","Bewley Ranches","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","08/14/2014","08/14/2014","08/13/2039","N/A","Listed - Active ARB Project","08/04/2015","Mendocino County","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","1194454","View","",
"ACR190","CALS5023","Camco Offsets I, LLC","Big Sky Dairy","Livestock Waste Management","ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems","10/30/2011","10/30/2011","10/29/2022","N/A","ARB Terminated","06/18/2022","Gooding, ID","IDAHO","US","02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.","N/A","194151","View","",
"ACR282","CAFR5232","282","Blue Creek","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","03/19/2015","03/19/2015","03/18/2040","N/A","Listed - Active ARB Project","10/14/2015","Humboldt and Del Norte County, California","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","1471595","View","",
"ACR668","N/A","The Climate Trust","Blue Hills Forest Carbon Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","08/20/2021","08/20/2021","08/19/2041","Registered","Not ARB or Ecology Eligible","08/22/2024","Strafford and Belknap Counties, NH","NEW HAMPSHIRE","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions, Inc.","Aster Global Environmental Solutions, Inc.","30260","View","",
"ACR276","CAFR5226","Anew Carbon Development, LLC","Blue Source - Allegheny Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/27/2015","10/27/2015","10/26/2040","N/A","Listed - Active ARB Project","10/27/2015","Horner","WEST VIRGINIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","N/A","2460292","View","",
"ACR174","","Heartwood Forestland Fund IV","Blue Source - Bishop Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","02/15/2013","02/15/2013","02/15/2038","N/A","ARB Inactive","01/04/2024","Upper Peninsula MI","MICHIGAN","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR371","CAFR5371","Anew Carbon Development, LLC","Blue Source - Great Mountain Forest Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","03/10/2017","03/10/2017","03/09/2042","N/A","Listed - Active ARB Project","03/14/2017","Norfolk","CONNECTICUT","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","N/A","417462","View","",
"ACR298","CAFR5248","Anew Carbon Development, LLC","Blue Source - Hancock McCloud Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/30/2015","10/30/2015","10/29/2040","N/A","ARB Inactive","02/09/2022","Weed, California","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR237","CAFR1814","Anew Carbon Development, LLC","Blue Source - Hawthorne Ten Mile Watershed Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","02/12/2015","02/12/2015","02/11/2040","N/A","ARB Inactive","02/09/2022","CA","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","Environmental Services, Inc.","N/A","","View","",
"ACR280","CAFR5230","Anew Carbon Development, LLC","Blue Source - Marmet Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/20/2015","10/20/2015","10/19/2040","N/A","Listed - Active ARB Project","10/20/2015","Logan","WEST VIRGINIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","N/A","1408367","View","",
"ACR373","CAFR5373","Anew Carbon Development, LLC","Blue Source - Northwoods Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","03/13/2017","03/13/2017","03/12/2042","N/A","Listed - Active ARB Project","03/14/2017","Hayward","WISCONSIN","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","499009","View","",
"ACR296","CAFR5246","Anew Carbon Development, LLC","Blue Source - ORM McCloud Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/30/2015","10/30/2015","10/29/2040","N/A","ARB Inactive","02/09/2022","Poulsbo, Washington","WASHINGTON","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR267","CAFR5207","Anew Carbon Development, LLC","Blue Source - Powellton Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","09/08/2015","09/08/2015","09/07/2040","N/A","Listed - Active ARB Project","09/16/2015","West Virginia","WEST VIRGINIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","N/A","2330817","View","",
"ACR393","CAFR5393","Anew Carbon Development, LLC","Blue Source - Wilderness Lakes Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/19/2017","10/19/2017","10/18/2042","N/A","Listed - Active ARB Project","10/19/2017","L'Anse","MICHIGAN","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","174007","View","",
"ACR281","CAFR5231","Anew Carbon Development, LLC","Blue Source - Wisconsin Northern Highlands Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/27/2015","10/27/2015","10/26/2040","N/A","Listed - Active ARB Project","10/27/2015","Spooner","WISCONSIN","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","N/A","408051","View","",
"ACR277","CAFR5227","Anew Carbon Development, LLC","Blue Source – Boone Forestlands Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/02/2015","10/02/2015","10/02/2040","N/A","ARB Inactive","10/15/2020","Pineville","KENTUCKY","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR278","CAFR5228","Anew Carbon Development, LLC","Blue Source – Elk Forest Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/27/2015","10/27/2015","10/26/2040","N/A","ARB Inactive","10/15/2020","Harlan","KENTUCKY","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR202","CAFR5403","Anew Carbon Development, LLC","Blue Source- Goodman Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","12/27/2013","12/27/2013","12/26/2038","N/A","Listed - Active ARB Project","02/11/2014","Forest, Florence, and Marienette Counties in Wisconsin","WISCONSIN","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","1042993","View","",
"ACR289","CAFR5239","Anew Carbon Development, LLC","Blue Source- Red Hill West Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/29/2015","10/29/2015","10/28/2040","N/A","ARB Inactive","02/09/2022","Monroe","ALABAMA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR291","CAFR5241","Anew Carbon Development, LLC","Blue Source-Conservation Forestry Elk Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/30/2015","10/30/2015","10/29/2040","N/A","ARB Inactive","02/03/2022","Benezette","PENNSYLVANIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR300","CAFR5250","Anew Carbon Development, LLC","Blue Source-Gilchrist Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/30/2015","10/30/2015","10/29/2040","N/A","ARB Inactive","02/09/2022","Trenton,FL","FLORIDA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR301","CAFR5251","Anew Carbon Development, LLC","Blue Source-Lafayette Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/30/2015","10/30/2015","10/29/2040","N/A","ARB Inactive","02/09/2022","Cross City, FL","FLORIDA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR299","CAFR5249","Anew Carbon Development, LLC","Blue Source-St. Croix Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/30/2015","10/30/2015","10/29/2040","N/A","ARB Inactive","02/09/2022","Hayward, WI","WISCONSIN","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR297","CAFR5247","Anew Carbon Development, LLC","Blue Source-Texarkana Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/30/2015","10/30/2015","10/29/2040","N/A","ARB Inactive","02/09/2022","New Boston, Texas","TEXAS","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR417","CAFR5417","918","Bluesource - Baskahegan Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","04/18/2018","04/18/2018","04/17/2043","N/A","Listed - Active ARB Project","04/18/2018","Brookton","MAINE","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","N/A","1106117","View","",
"ACR437","CAFR5437","Anew Carbon Development, LLC","Bluesource - Cumberland Mountains Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","10/30/2018","10/30/2018","10/29/2043","N/A","Listed - Active ARB Project","10/30/2018","West Virginia","WEST VIRGINIA; VIRGINIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","8018855","View","",
"ACR553","CAFR5553","Anew Carbon Development, LLC","Bluesource - Cypress Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","05/12/2020","05/12/2020","05/11/2045","N/A","ARB Inactive","03/29/2022","St. Martin","LOUISIANA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","N/A","","View","",
"ACR425","CAFR5425","Anew Carbon Development, LLC","Bluesource - Goldbelt Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","06/06/2018","06/06/2018","06/05/2043","N/A","Listed - Active ARB Project","06/04/2018","Hobart Bay","ALASKA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","480213","View","",
"ACR458","CAFR5458","Anew Carbon Development, LLC","Bluesource - Haida Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","01/18/2019","01/18/2019","07/17/2043","N/A","Listed - Active ARB Project","01/30/2019","Prince of Wales-Hyder","ALASKA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","362722","View","",
"ACR456","","Anew Carbon Development, LLC","Bluesource - Kootznoowoo Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","01/03/2019","01/03/2019","01/02/2044","N/A","ARB Inactive","07/19/2019","Prince of Wales-Hyder","ALASKA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR549","CAFR5549","Anew Carbon Development, LLC","Bluesource - Spirit Falls Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","05/05/2020","05/05/2020","05/04/2045","N/A","Listed - Active ARB Project","05/06/2020","Lincoln County","WISCONSIN","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","N/A","667729","View","",
"ACR498","CAFR5498","Anew Carbon Development, LLC","Bluesource - Two-Hearted Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","07/19/2019","07/19/2019","11/18/2044","N/A","ARB Inactive","11/14/2021","Luce","MICHIGAN","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions, Inc.","N/A","","View","",
"ACR638","CAFR5638","Anew Carbon Development, LLC","Bluesource - Vermejo Forestry Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","04/30/2021","04/30/2021","10/29/2045","N/A","Listed - Active ARB Project","10/18/2021","New Mexico, Colorado","NEW MEXICO; COLORADO","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","N/A","2132976","View","",
"ACR438","CAFR5438","Anew Carbon Development, LLC","Bluesource – Burnt Mountain Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","11/01/2018","11/01/2018","10/31/2043","N/A","ARB Inactive","10/07/2019","Franklin, Lamoille, and Orleans counties","VERMONT","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","N/A","","View","",
